accident_year,junction_detail,accident_severity,local_authority_ons_district,pedestrian_accident_count
2019,Not at junction,Serious,E09000001,42
2019,Not at junction,Serious,E09000002,48
2019,Not at junction,Serious,E09000003,48
2019,Not at junction,Serious,E09000004,12
2019,Not at junction,Serious,E09000005,30
2019,Not at junction,Serious,E09000006,36
2019,Not at junction,Serious,E09000007,21
2019,Not at junction,Serious,E09000008,84
2019,Not at junction,Serious,E09000009,36
2019,Not at junction,Serious,E09000010,66
2019,Not at junction,Serious,E09000011,30
2019,Not at junction,Serious,E09000012,60
2019,Not at junction,Serious,E09000013,42
2019,Not at junction,Serious,E09000014,72
2019,Not at junction,Serious,E09000015,30
2019,Not at junction,Serious,E09000016,30
2019,Not at junction,Serious,E09000017,36
2019,Not at junction,Serious,E09000018,84
2019,Not at junction,Serious,E09000019,9
2019,Not at junction,Serious,E09000020,12
2019,Not at junction,Serious,E09000021,18
2019,Not at junction,Serious,E09000022,78
2019,Not at junction,Serious,E09000023,18
2019,Not at junction,Serious,E09000024,9
2019,Not at junction,Serious,E09000025,66
2019,Not at junction,Serious,E09000026,54
2019,Not at junction,Serious,E09000027,18
2019,Not at junction,Serious,E09000028,78
2019,Not at junction,Serious,E09000029,42
2019,Not at junction,Serious,E09000030,60
2019,Not at junction,Serious,E09000031,42
2019,Not at junction,Serious,E09000032,36
2019,Not at junction,Serious,E09000033,102
2019,Other junction,Serious,E09000001,6
2019,Other junction,Serious,E09000003,30
2019,Other junction,Serious,E09000004,12
2019,Other junction,Serious,E09000005,9
2019,Other junction,Serious,E09000006,12
2019,Other junction,Serious,E09000007,9
2019,Other junction,Serious,E09000008,18
2019,Other junction,Serious,E09000009,15
2019,Other junction,Serious,E09000010,18
2019,Other junction,Serious,E09000011,6
2019,Other junction,Serious,E09000012,18
2019,Other junction,Serious,E09000014,6
2019,Other junction,Serious,E09000015,12
2019,Other junction,Serious,E09000016,18
2019,Other junction,Serious,E09000017,24
2019,Other junction,Serious,E09000018,24
2019,Other junction,Serious,E09000019,3
2019,Other junction,Serious,E09000020,12
2019,Other junction,Serious,E09000021,6
2019,Other junction,Serious,E09000022,12
2019,Other junction,Serious,E09000023,15
2019,Other junction,Serious,E09000024,12
2019,Other junction,Serious,E09000025,30
2019,Other junction,Serious,E09000026,30
2019,Other junction,Serious,E09000027,6
2019,Other junction,Serious,E09000028,12
2019,Other junction,Serious,E09000029,24
2019,Other junction,Serious,E09000030,42
2019,Other junction,Serious,E09000031,12
2019,Other junction,Serious,E09000032,36
2019,Other junction,Serious,E09000033,54
2019,Private drive or entrance,Serious,E09000003,12
2019,Private drive or entrance,Serious,E09000005,3
2019,Private drive or entrance,Serious,E09000009,3
2019,Private drive or entrance,Serious,E09000010,12
2019,Private drive or entrance,Serious,E09000013,6
2019,Private drive or entrance,Serious,E09000016,6
2019,Private drive or entrance,Serious,E09000020,6
2019,Private drive or entrance,Serious,E09000024,3
2019,Private drive or entrance,Serious,E09000025,6
2019,Private drive or entrance,Serious,E09000029,6
2019,Private drive or entrance,Serious,E09000030,12
2019,Roundabout,Serious,E09000003,6
2019,Roundabout,Serious,E09000004,18
2019,Roundabout,Serious,E09000005,6
2019,Roundabout,Serious,E09000007,3
2019,Roundabout,Serious,E09000008,6
2019,Roundabout,Serious,E09000009,6
2019,Roundabout,Serious,E09000010,18
2019,Roundabout,Serious,E09000011,12
2019,Roundabout,Serious,E09000012,6
2019,Roundabout,Serious,E09000013,6
2019,Roundabout,Serious,E09000016,18
2019,Roundabout,Serious,E09000017,6
2019,Roundabout,Serious,E09000018,36
2019,Roundabout,Serious,E09000019,3
2019,Roundabout,Serious,E09000020,12
2019,Roundabout,Serious,E09000021,6
2019,Roundabout,Serious,E09000024,3
2019,Roundabout,Serious,E09000025,6
2019,Roundabout,Serious,E09000027,6
2019,Roundabout,Serious,E09000030,6
2019,Roundabout,Serious,E09000032,24
2019,Roundabout,Serious,E09000033,18
2019,Slip road,Serious,E09000008,6
2019,Slip road,Serious,E09000009,3
2019,Slip road,Serious,E09000010,6
2019,Slip road,Serious,E09000015,6
2019,Slip road,Serious,E09000017,6
2019,Slip road,Serious,E09000018,12
2019,Slip road,Serious,E09000020,6
2019,Slip road,Serious,E09000021,24
2019,Slip road,Serious,E09000024,3
2019,Slip road,Serious,E09000025,6
2019,Slip road,Serious,E09000026,6
2019,Slip road,Serious,E09000030,12
2019,T or staggered junction,Serious,E09000001,42
2019,T or staggered junction,Serious,E09000002,42
2019,T or staggered junction,Serious,E09000003,144
2019,T or staggered junction,Serious,E09000004,42
2019,T or staggered junction,Serious,E09000005,48
2019,T or staggered junction,Serious,E09000006,42
2019,T or staggered junction,Serious,E09000007,45
2019,T or staggered junction,Serious,E09000008,132
2019,T or staggered junction,Serious,E09000009,57
2019,T or staggered junction,Serious,E09000010,84
2019,T or staggered junction,Serious,E09000011,42
2019,T or staggered junction,Serious,E09000012,102
2019,T or staggered junction,Serious,E09000013,48
2019,T or staggered junction,Serious,E09000014,66
2019,T or staggered junction,Serious,E09000015,18
2019,T or staggered junction,Serious,E09000016,42
2019,T or staggered junction,Serious,E09000017,54
2019,T or staggered junction,Serious,E09000018,90
2019,T or staggered junction,Serious,E09000019,24
2019,T or staggered junction,Serious,E09000020,72
2019,T or staggered junction,Serious,E09000021,30
2019,T or staggered junction,Serious,E09000022,114
2019,T or staggered junction,Serious,E09000023,36
2019,T or staggered junction,Serious,E09000024,12
2019,T or staggered junction,Serious,E09000025,144
2019,T or staggered junction,Serious,E09000026,84
2019,T or staggered junction,Serious,E09000027,48
2019,T or staggered junction,Serious,E09000028,120
2019,T or staggered junction,Serious,E09000029,48
2019,T or staggered junction,Serious,E09000030,90
2019,T or staggered junction,Serious,E09000031,72
2019,T or staggered junction,Serious,E09000032,66
2019,T or staggered junction,Serious,E09000033,156
2019,Crossroads,Slight,E09000001,60
2019,Crossroads,Slight,E09000002,60
2019,Crossroads,Slight,E09000003,66
2019,Crossroads,Slight,E09000004,12
2019,Crossroads,Slight,E09000005,36
2019,Crossroads,Slight,E09000006,60
2019,Crossroads,Slight,E09000007,87
2019,Crossroads,Slight,E09000008,66
2019,Crossroads,Slight,E09000009,21
2019,Crossroads,Slight,E09000010,42
2019,Crossroads,Slight,E09000011,54
2019,Crossroads,Slight,E09000012,120
2019,Crossroads,Slight,E09000013,60
2019,Crossroads,Slight,E09000014,108
2019,Crossroads,Slight,E09000015,48
2019,Crossroads,Slight,E09000016,30
2019,Crossroads,Slight,E09000017,36
2019,Crossroads,Slight,E09000018,48
2019,Crossroads,Slight,E09000019,45
2019,Crossroads,Slight,E09000020,150
2019,Crossroads,Slight,E09000021,24
2019,Crossroads,Slight,E09000022,84
2019,Crossroads,Slight,E09000023,15
2019,Crossroads,Slight,E09000024,18
2019,Crossroads,Slight,E09000025,72
2019,Crossroads,Slight,E09000026,42
2019,Crossroads,Slight,E09000028,66
2019,Crossroads,Slight,E09000029,18
2019,Crossroads,Slight,E09000030,60
2019,Crossroads,Slight,E09000031,72
2019,Crossroads,Slight,E09000032,90
2019,Crossroads,Slight,E09000033,318
2019,Mini-roundabout,Slight,E09000002,18
2019,Mini-roundabout,Slight,E09000003,6
2019,Mini-roundabout,Slight,E09000004,6
2019,Mini-roundabout,Slight,E09000005,12
2019,Mini-roundabout,Slight,E09000006,24
2019,Mini-roundabout,Slight,E09000008,18
2019,Mini-roundabout,Slight,E09000010,30
2019,Mini-roundabout,Slight,E09000011,6
2019,Mini-roundabout,Slight,E09000013,54
2019,Mini-roundabout,Slight,E09000014,12
2019,Mini-roundabout,Slight,E09000015,6
2019,Mini-roundabout,Slight,E09000016,12
2019,Mini-roundabout,Slight,E09000017,12
2019,Mini-roundabout,Slight,E09000018,18
2019,Mini-roundabout,Slight,E09000019,3
2019,Mini-roundabout,Slight,E09000020,6
2019,Mini-roundabout,Slight,E09000021,6
2019,Mini-roundabout,Slight,E09000023,3
2019,Mini-roundabout,Slight,E09000024,3
2019,Mini-roundabout,Slight,E09000025,12
2019,Mini-roundabout,Slight,E09000026,6
2019,Mini-roundabout,Slight,E09000027,6
2019,Mini-roundabout,Slight,E09000030,18
2019,Mini-roundabout,Slight,E09000031,12
2019,Mini-roundabout,Slight,E09000033,12
2019,More than 4 arms (not roundabout),Slight,E09000002,12
2019,More than 4 arms (not roundabout),Slight,E09000003,12
2019,More than 4 arms (not roundabout),Slight,E09000005,3
2019,More than 4 arms (not roundabout),Slight,E09000006,12
2019,More than 4 arms (not roundabout),Slight,E09000007,21
2019,More than 4 arms (not roundabout),Slight,E09000008,30
2019,More than 4 arms (not roundabout),Slight,E09000009,6
2019,More than 4 arms (not roundabout),Slight,E09000010,36
2019,More than 4 arms (not roundabout),Slight,E09000012,30
2019,More than 4 arms (not roundabout),Slight,E09000014,18
2019,More than 4 arms (not roundabout),Slight,E09000015,18
2019,More than 4 arms (not roundabout),Slight,E09000016,6
2019,More than 4 arms (not roundabout),Slight,E09000017,18
2019,More than 4 arms (not roundabout),Slight,E09000018,6
2019,More than 4 arms (not roundabout),Slight,E09000019,24
2019,More than 4 arms (not roundabout),Slight,E09000020,18
2019,More than 4 arms (not roundabout),Slight,E09000022,24
2019,More than 4 arms (not roundabout),Slight,E09000023,6
2019,More than 4 arms (not roundabout),Slight,E09000024,6
2019,More than 4 arms (not roundabout),Slight,E09000025,12
2019,More than 4 arms (not roundabout),Slight,E09000026,6
2019,More than 4 arms (not roundabout),Slight,E09000028,12
2019,More than 4 arms (not roundabout),Slight,E09000029,18
2019,More than 4 arms (not roundabout),Slight,E09000030,36
2019,More than 4 arms (not roundabout),Slight,E09000032,36
2019,More than 4 arms (not roundabout),Slight,E09000033,78
2019,Not at junction,Slight,E09000001,72
2019,Not at junction,Slight,E09000002,180
2019,Not at junction,Slight,E09000003,180
2019,Not at junction,Slight,E09000004,120
2019,Not at junction,Slight,E09000005,102
2019,Not at junction,Slight,E09000006,138
2019,Not at junction,Slight,E09000007,147
2019,Not at junction,Slight,E09000008,294
2019,Not at junction,Slight,E09000009,93
2019,Not at junction,Slight,E09000010,102
2019,Not at junction,Slight,E09000011,132
2019,Not at junction,Slight,E09000012,198
2019,Not at junction,Slight,E09000013,126
2019,Not at junction,Slight,E09000014,150
2019,Not at junction,Slight,E09000015,96
2019,Not at junction,Slight,E09000016,120
2019,Not at junction,Slight,E09000017,180
2019,Not at junction,Slight,E09000018,132
2019,Not at junction,Slight,E09000019,33
2019,Not at junction,Slight,E09000020,84
2019,Not at junction,Slight,E09000021,54
2019,Not at junction,Slight,E09000022,246
2019,Not at junction,Slight,E09000023,99
2019,Not at junction,Slight,E09000024,27
2019,Not at junction,Slight,E09000025,264
2019,Not at junction,Slight,E09000026,162
2019,Not at junction,Slight,E09000027,102
2019,Not at junction,Slight,E09000028,150
2019,Not at junction,Slight,E09000029,120
2019,Not at junction,Slight,E09000030,276
2019,Not at junction,Slight,E09000031,204
2019,Not at junction,Slight,E09000032,108
2019,Not at junction,Slight,E09000033,264
2019,Other junction,Slight,E09000002,24
2019,Other junction,Slight,E09000003,132
2019,Other junction,Slight,E09000004,18
2019,Other junction,Slight,E09000005,18
2019,Other junction,Slight,E09000006,102
2019,Other junction,Slight,E09000007,39
2019,Other junction,Slight,E09000008,96
2019,Other junction,Slight,E09000009,33
2019,Other junction,Slight,E09000010,108
2019,Other junction,Slight,E09000011,18
2019,Other junction,Slight,E09000012,90
2019,Other junction,Slight,E09000013,60
2019,Other junction,Slight,E09000014,138
2019,Other junction,Slight,E09000015,30
2019,Other junction,Slight,E09000016,30
2019,Other junction,Slight,E09000017,42
2019,Other junction,Slight,E09000018,66
2019,Other junction,Slight,E09000019,24
2019,Other junction,Slight,E09000020,54
2019,Other junction,Slight,E09000021,24
2019,Other junction,Slight,E09000022,78
2019,Other junction,Slight,E09000023,27
2019,Other junction,Slight,E09000024,15
2019,Other junction,Slight,E09000025,54
2019,Other junction,Slight,E09000026,84
2019,Other junction,Slight,E09000027,30
2019,Other junction,Slight,E09000028,102
2019,Other junction,Slight,E09000029,42
2019,Other junction,Slight,E09000030,72
2019,Other junction,Slight,E09000031,24
2019,Other junction,Slight,E09000032,84
2019,Other junction,Slight,E09000033,120
2019,Private drive or entrance,Slight,E09000002,18
2019,Private drive or entrance,Slight,E09000003,36
2019,Private drive or entrance,Slight,E09000004,6
2019,Private drive or entrance,Slight,E09000005,12
2019,Private drive or entrance,Slight,E09000007,15
2019,Private drive or entrance,Slight,E09000008,6
2019,Private drive or entrance,Slight,E09000009,24
2019,Private drive or entrance,Slight,E09000010,6
2019,Private drive or entrance,Slight,E09000011,12
2019,Private drive or entrance,Slight,E09000012,6
2019,Private drive or entrance,Slight,E09000013,18
2019,Private drive or entrance,Slight,E09000014,24
2019,Private drive or entrance,Slight,E09000015,18
2019,Private drive or entrance,Slight,E09000016,12
2019,Private drive or entrance,Slight,E09000017,24
2019,Private drive or entrance,Slight,E09000018,36
2019,Private drive or entrance,Slight,E09000020,12
2019,Private drive or entrance,Slight,E09000021,24
2019,Private drive or entrance,Slight,E09000022,12
2019,Private drive or entrance,Slight,E09000023,9
2019,Private drive or entrance,Slight,E09000024,9
2019,Private drive or entrance,Slight,E09000025,12
2019,Private drive or entrance,Slight,E09000026,12
2019,Private drive or entrance,Slight,E09000028,6
2019,Private drive or entrance,Slight,E09000030,12
2019,Private drive or entrance,Slight,E09000032,12
2019,Private drive or entrance,Slight,E09000033,6
2019,Roundabout,Slight,E09000001,6
2019,Roundabout,Slight,E09000003,12
2019,Roundabout,Slight,E09000004,18
2019,Roundabout,Slight,E09000005,18
2019,Roundabout,Slight,E09000006,42
2019,Roundabout,Slight,E09000008,36
2019,Roundabout,Slight,E09000009,18
2019,Roundabout,Slight,E09000010,24
2019,Roundabout,Slight,E09000011,24
2019,Roundabout,Slight,E09000013,18
2019,Roundabout,Slight,E09000014,24
2019,Roundabout,Slight,E09000015,24
2019,Roundabout,Slight,E09000016,6
2019,Roundabout,Slight,E09000017,12
2019,Roundabout,Slight,E09000018,54
2019,Roundabout,Slight,E09000019,18
2019,Roundabout,Slight,E09000020,54
2019,Roundabout,Slight,E09000022,6
2019,Roundabout,Slight,E09000023,6
2019,Roundabout,Slight,E09000024,6
2019,Roundabout,Slight,E09000025,6
2019,Roundabout,Slight,E09000026,18
2019,Roundabout,Slight,E09000027,12
2019,Roundabout,Slight,E09000028,24
2019,Roundabout,Slight,E09000030,12
2019,Roundabout,Slight,E09000031,6
2019,Roundabout,Slight,E09000032,30
2019,Roundabout,Slight,E09000033,60
2019,Slip road,Slight,E09000003,24
2019,Slip road,Slight,E09000005,3
2019,Slip road,Slight,E09000007,6
2019,Slip road,Slight,E09000008,6
2019,Slip road,Slight,E09000009,3
2019,Slip road,Slight,E09000010,30
2019,Slip road,Slight,E09000011,24
2019,Slip road,Slight,E09000012,24
2019,Slip road,Slight,E09000014,12
2019,Slip road,Slight,E09000015,6
2019,Slip road,Slight,E09000019,6
2019,Slip road,Slight,E09000020,6
2019,Slip road,Slight,E09000022,6
2019,Slip road,Slight,E09000023,6
2019,Slip road,Slight,E09000024,3
2019,Slip road,Slight,E09000025,6
2019,Slip road,Slight,E09000026,6
2019,Slip road,Slight,E09000028,12
2019,Slip road,Slight,E09000029,6
2019,Slip road,Slight,E09000030,12
2019,T or staggered junction,Slight,E09000001,120
2019,T or staggered junction,Slight,E09000002,114
2019,T or staggered junction,Slight,E09000003,330
2019,T or staggered junction,Slight,E09000004,132
2019,T or staggered junction,Slight,E09000005,174
2019,T or staggered junction,Slight,E09000006,192
2019,T or staggered junction,Slight,E09000007,156
2019,T or staggered junction,Slight,E09000008,408
2019,T or staggered junction,Slight,E09000009,168
2019,T or staggered junction,Slight,E09000010,300
2019,T or staggered junction,Slight,E09000011,186
2019,T or staggered junction,Slight,E09000012,318
2019,T or staggered junction,Slight,E09000013,324
2019,T or staggered junction,Slight,E09000014,306
2019,T or staggered junction,Slight,E09000015,168
2019,T or staggered junction,Slight,E09000016,162
2019,T or staggered junction,Slight,E09000017,84
2019,T or staggered junction,Slight,E09000018,156
2019,T or staggered junction,Slight,E09000019,93
2019,T or staggered junction,Slight,E09000020,300
2019,T or staggered junction,Slight,E09000021,60
2019,T or staggered junction,Slight,E09000022,390
2019,T or staggered junction,Slight,E09000023,162
2019,T or staggered junction,Slight,E09000024,63
2019,T or staggered junction,Slight,E09000025,324
2019,T or staggered junction,Slight,E09000026,180
2019,T or staggered junction,Slight,E09000027,66
2019,T or staggered junction,Slight,E09000028,330
2019,T or staggered junction,Slight,E09000029,126
2019,T or staggered junction,Slight,E09000030,318
2019,T or staggered junction,Slight,E09000031,288
2019,T or staggered junction,Slight,E09000032,246
2019,T or staggered junction,Slight,E09000033,654
2020,Crossroads,Fatal,E09000025,6
2020,Crossroads,Fatal,E09000032,12
2020,Crossroads,Fatal,E09000033,6
2020,Mini-roundabout,Fatal,E09000017,12
2020,Not at junction,Fatal,E09000005,3
2020,Not at junction,Fatal,E09000009,3
2020,Not at junction,Fatal,E09000013,6
2020,Not at junction,Fatal,E09000015,6
2020,Not at junction,Fatal,E09000022,6
2020,Not at junction,Fatal,E09000023,3
2020,Not at junction,Fatal,E09000024,3
2020,Not at junction,Fatal,E09000029,6
2020,Not at junction,Fatal,E09000033,6
2020,Other junction,Fatal,E09000010,6
2020,Other junction,Fatal,E09000012,6
2020,Other junction,Fatal,E09000026,24
2020,T or staggered junction,Fatal,E09000002,6
2020,T or staggered junction,Fatal,E09000003,12
2020,T or staggered junction,Fatal,E09000013,6
2020,T or staggered junction,Fatal,E09000014,6
2020,T or staggered junction,Fatal,E09000023,3
2020,T or staggered junction,Fatal,E09000028,12
2020,T or staggered junction,Fatal,E09000030,6
2020,Crossroads,Serious,E09000001,6
2020,Crossroads,Serious,E09000002,12
2020,Crossroads,Serious,E09000003,30
2020,Crossroads,Serious,E09000004,12
2020,Crossroads,Serious,E09000005,6
2020,Crossroads,Serious,E09000006,6
2020,Crossroads,Serious,E09000007,3
2020,Crossroads,Serious,E09000008,30
2020,Crossroads,Serious,E09000009,18
2020,Crossroads,Serious,E09000010,24
2020,Crossroads,Serious,E09000011,12
2020,Crossroads,Serious,E09000012,18
2020,Crossroads,Serious,E09000013,6
2020,Crossroads,Serious,E09000014,30
2020,Crossroads,Serious,E09000015,6
2020,Crossroads,Serious,E09000016,12
2020,Crossroads,Serious,E09000018,18
2020,Crossroads,Serious,E09000019,3
2020,Crossroads,Serious,E09000020,30
2020,Crossroads,Serious,E09000022,24
2020,Crossroads,Serious,E09000023,6
2020,Crossroads,Serious,E09000024,3
2020,Crossroads,Serious,E09000025,24
2020,Crossroads,Serious,E09000026,18
2020,Crossroads,Serious,E09000027,6
2020,Crossroads,Serious,E09000028,6
2020,Crossroads,Serious,E09000029,6
2020,Crossroads,Serious,E09000030,30
2020,Crossroads,Serious,E09000031,12
2020,Crossroads,Serious,E09000032,30
2020,Crossroads,Serious,E09000033,60
2020,Mini-roundabout,Serious,E09000011,18
2020,Mini-roundabout,Serious,E09000013,6
2020,Mini-roundabout,Serious,E09000023,3
2020,Mini-roundabout,Serious,E09000025,6
2020,Mini-roundabout,Serious,E09000026,6
2020,Mini-roundabout,Serious,E09000031,12
2020,More than 4 arms (not roundabout),Serious,E09000005,3
2020,More than 4 arms (not roundabout),Serious,E09000008,18
2020,More than 4 arms (not roundabout),Serious,E09000009,9
2020,More than 4 arms (not roundabout),Serious,E09000011,12
2020,More than 4 arms (not roundabout),Serious,E09000012,12
2020,More than 4 arms (not roundabout),Serious,E09000018,6
2020,More than 4 arms (not roundabout),Serious,E09000022,12
2020,More than 4 arms (not roundabout),Serious,E09000023,6
2020,More than 4 arms (not roundabout),Serious,E09000031,12
2020,More than 4 arms (not roundabout),Serious,E09000033,30
2020,Not at junction,Serious,E09000001,6
2020,Not at junction,Serious,E09000002,42
2020,Not at junction,Serious,E09000003,42
2020,Not at junction,Serious,E09000004,18
2020,Not at junction,Serious,E09000005,27
2020,Not at junction,Serious,E09000006,24
2020,Not at junction,Serious,E09000007,30
2020,Not at junction,Serious,E09000008,60
2020,Not at junction,Serious,E09000009,27
2020,Not at junction,Serious,E09000010,18
2020,Not at junction,Serious,E09000011,36
2020,Not at junction,Serious,E09000012,36
2020,Not at junction,Serious,E09000013,60
2020,Not at junction,Serious,E09000014,48
2020,Not at junction,Serious,E09000015,18
2020,Not at junction,Serious,E09000016,36
2020,Not at junction,Serious,E09000017,12
2020,Not at junction,Serious,E09000018,24
2020,Not at junction,Serious,E09000019,27
2020,Not at junction,Serious,E09000020,12
2020,Not at junction,Serious,E09000021,18
2020,Not at junction,Serious,E09000022,36
2020,Not at junction,Serious,E09000023,30
2020,Not at junction,Serious,E09000024,6
2020,Not at junction,Serious,E09000025,42
2020,Not at junction,Serious,E09000026,24
2020,Not at junction,Serious,E09000027,18
2020,Not at junction,Serious,E09000028,66
2020,Not at junction,Serious,E09000029,36
2020,Not at junction,Serious,E09000030,36
2020,Not at junction,Serious,E09000031,36
2020,Not at junction,Serious,E09000032,42
2020,Not at junction,Serious,E09000033,42
2020,Other junction,Serious,E09000002,6
2020,Other junction,Serious,E09000003,30
2020,Other junction,Serious,E09000004,6
2020,Other junction,Serious,E09000005,9
2020,Other junction,Serious,E09000006,24
2020,Other junction,Serious,E09000007,6
2020,Other junction,Serious,E09000008,24
2020,Other junction,Serious,E09000009,15
2020,Other junction,Serious,E09000010,18
2020,Other junction,Serious,E09000012,6
2020,Other junction,Serious,E09000013,6
2020,Other junction,Serious,E09000014,12
2020,Other junction,Serious,E09000015,18
2020,Other junction,Serious,E09000016,18
2020,Other junction,Serious,E09000017,6
2020,Other junction,Serious,E09000018,12
2020,Other junction,Serious,E09000019,3
2020,Other junction,Serious,E09000020,6
2020,Other junction,Serious,E09000021,6
2020,Other junction,Serious,E09000022,18
2020,Other junction,Serious,E09000023,6
2020,Other junction,Serious,E09000024,3
2020,Other junction,Serious,E09000025,24
2020,Other junction,Serious,E09000026,12
2020,Other junction,Serious,E09000027,12
2020,Other junction,Serious,E09000029,6
2020,Other junction,Serious,E09000030,24
2020,Other junction,Serious,E09000031,12
2020,Other junction,Serious,E09000032,18
2020,Other junction,Serious,E09000033,6
2020,Private drive or entrance,Serious,E09000002,6
2020,Private drive or entrance,Serious,E09000004,6
2020,Private drive or entrance,Serious,E09000005,3
2020,Private drive or entrance,Serious,E09000014,6
2020,Private drive or entrance,Serious,E09000023,6
2020,Private drive or entrance,Serious,E09000030,6
2020,Roundabout,Serious,E09000003,6
2020,Roundabout,Serious,E09000006,12
2020,Roundabout,Serious,E09000008,18
2020,Roundabout,Serious,E09000009,6
2020,Roundabout,Serious,E09000010,6
2020,Roundabout,Serious,E09000014,6
2020,Roundabout,Serious,E09000017,24
2020,Roundabout,Serious,E09000018,6
2020,Roundabout,Serious,E09000026,12
2020,Roundabout,Serious,E09000028,6
2020,Roundabout,Serious,E09000029,6
2020,Roundabout,Serious,E09000033,6
2020,Slip road,Serious,E09000009,6
2020,Slip road,Serious,E09000010,6
2020,Slip road,Serious,E09000012,6
2020,Slip road,Serious,E09000018,6
2020,Slip road,Serious,E09000022,6
2020,Slip road,Serious,E09000024,3
2020,Slip road,Serious,E09000032,6
2020,T or staggered junction,Serious,E09000001,30
2020,T or staggered junction,Serious,E09000002,24
2020,T or staggered junction,Serious,E09000003,60
2020,T or staggered junction,Serious,E09000004,42
2020,T or staggered junction,Serious,E09000005,18
2020,T or staggered junction,Serious,E09000006,30
2020,T or staggered junction,Serious,E09000007,24
2020,T or staggered junction,Serious,E09000008,78
2020,T or staggered junction,Serious,E09000009,45
2020,T or staggered junction,Serious,E09000010,48
2020,T or staggered junction,Serious,E09000011,42
2020,T or staggered junction,Serious,E09000012,54
2020,T or staggered junction,Serious,E09000013,54
2020,T or staggered junction,Serious,E09000014,54
2020,T or staggered junction,Serious,E09000015,36
2020,T or staggered junction,Serious,E09000016,36
2020,T or staggered junction,Serious,E09000017,42
2020,T or staggered junction,Serious,E09000018,42
2020,T or staggered junction,Serious,E09000019,15
2020,T or staggered junction,Serious,E09000020,42
2020,T or staggered junction,Serious,E09000021,18
2020,T or staggered junction,Serious,E09000022,48
2020,T or staggered junction,Serious,E09000023,21
2020,T or staggered junction,Serious,E09000024,24
2020,T or staggered junction,Serious,E09000025,42
2020,T or staggered junction,Serious,E09000026,72
2020,T or staggered junction,Serious,E09000027,6
2020,T or staggered junction,Serious,E09000028,84
2020,T or staggered junction,Serious,E09000029,54
2020,T or staggered junction,Serious,E09000030,48
2020,T or staggered junction,Serious,E09000031,30
2020,T or staggered junction,Serious,E09000032,66
2020,T or staggered junction,Serious,E09000033,72
2020,Crossroads,Slight,E09000001,12
2020,Crossroads,Slight,E09000002,42
2020,Crossroads,Slight,E09000003,30
2020,Crossroads,Slight,E09000004,18
2020,Crossroads,Slight,E09000005,30
2020,Crossroads,Slight,E09000006,30
2020,Crossroads,Slight,E09000007,48
2020,Crossroads,Slight,E09000008,72
2020,Crossroads,Slight,E09000009,6
2020,Crossroads,Slight,E09000010,24
2020,Crossroads,Slight,E09000011,48
2020,Crossroads,Slight,E09000012,24
2020,Crossroads,Slight,E09000013,36
2020,Crossroads,Slight,E09000014,18
2020,Crossroads,Slight,E09000015,24
2020,Crossroads,Slight,E09000016,36
2020,Crossroads,Slight,E09000017,12
2020,Crossroads,Slight,E09000018,36
2020,Crossroads,Slight,E09000019,18
2020,Crossroads,Slight,E09000020,54
2020,Crossroads,Slight,E09000021,6
2020,Crossroads,Slight,E09000022,54
2020,Crossroads,Slight,E09000023,27
2020,Crossroads,Slight,E09000024,6
2020,Crossroads,Slight,E09000025,90
2020,Crossroads,Slight,E09000026,30
2020,Crossroads,Slight,E09000028,42
2020,Crossroads,Slight,E09000029,18
2020,Crossroads,Slight,E09000030,60
2020,Crossroads,Slight,E09000031,24
2020,Crossroads,Slight,E09000032,54
2020,Crossroads,Slight,E09000033,198
2020,Mini-roundabout,Slight,E09000002,12
2020,Mini-roundabout,Slight,E09000003,18
2020,Mini-roundabout,Slight,E09000004,6
2020,Mini-roundabout,Slight,E09000005,15
2020,Mini-roundabout,Slight,E09000010,6
2020,Mini-roundabout,Slight,E09000013,12
2020,Mini-roundabout,Slight,E09000014,6
2020,Mini-roundabout,Slight,E09000015,6
2020,Mini-roundabout,Slight,E09000017,12
2020,Mini-roundabout,Slight,E09000018,18
2020,Mini-roundabout,Slight,E09000021,6
2020,Mini-roundabout,Slight,E09000022,6
2020,Mini-roundabout,Slight,E09000023,6
2020,Mini-roundabout,Slight,E09000024,3
2020,Mini-roundabout,Slight,E09000026,12
2020,Mini-roundabout,Slight,E09000027,30
2020,Mini-roundabout,Slight,E09000028,12
2020,Mini-roundabout,Slight,E09000032,6
2020,Mini-roundabout,Slight,E09000033,6
2020,More than 4 arms (not roundabout),Slight,E09000003,6
2020,More than 4 arms (not roundabout),Slight,E09000004,6
2020,More than 4 arms (not roundabout),Slight,E09000005,6
2020,More than 4 arms (not roundabout),Slight,E09000007,21
2020,More than 4 arms (not roundabout),Slight,E09000008,30
2020,More than 4 arms (not roundabout),Slight,E09000009,3
2020,More than 4 arms (not roundabout),Slight,E09000010,12
2020,More than 4 arms (not roundabout),Slight,E09000011,12
2020,More than 4 arms (not roundabout),Slight,E09000012,24
2020,More than 4 arms (not roundabout),Slight,E09000013,18
2020,More than 4 arms (not roundabout),Slight,E09000014,24
2020,More than 4 arms (not roundabout),Slight,E09000017,12
2020,More than 4 arms (not roundabout),Slight,E09000019,6
2020,More than 4 arms (not roundabout),Slight,E09000022,18
2020,More than 4 arms (not roundabout),Slight,E09000023,6
2020,More than 4 arms (not roundabout),Slight,E09000025,12
2020,More than 4 arms (not roundabout),Slight,E09000026,24
